Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
1996,9,Missouri,Water,Legionella pneumophila,serogroup 1,Confirmed,Restaurant,3,,,,,,,,Undetermined water,,
1996,9,Virginia,Water,Legionella pneumophila,serogroup 1,Confirmed,Store,23,,,2,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1995,1,New York,Water,Legionella micdadei,,Confirmed,Hospital,19,,,4,,,,,Drinking water,Unknown,
1995,1,Iowa,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,11,,,1,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1995,4,Florida,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,3,,,1,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1995,7,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,22,,,3,,,,,Other/Environmental water,,
1994,4,Connecticut,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,20,,,,,,,,Drinking water,Unknown,
1994,7,Delaware,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,29,12,,2,,,,,Other/Environmental water,,
1993,7,Massachusetts,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,11,,,3,,,,,Other/Environmental water,,
1993,8,Rhode Island,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,17,,,2,,,,,Other/Environmental water,,
1992,1,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,5,,,,,,,,Other/Environmental water,,
1992,2,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Factory/industrial facility,2,,,,,,,,Undetermined water,,
1992,6,Ohio,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila; Legionella longbeachae,serogroup 1; serogroup 3; serogroup 7; unknown,Confirmed; Confirmed; Confirmed; Confirmed,Community/municipality,52,38,,2,,,,,Undetermined water,,
1991,1,Vermont,Water,Legionella unknown,,Confirmed,Resort,6,1,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1991,3,Montana,Water,Legionella unknown,,Confirmed,Resort;Hotel/motel,4,,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1991,3,California,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 4; serogroup 5; serogroup 6,Confirmed; Confirmed; Confirmed,Hospital,5,5,,,,,,,Undetermined water,,
1991,5,Wisconsin,Water,Legionella unknown,,Confirmed,Hotel/motel,6,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1991,8,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,10,6,,1,,,,,Undetermined water,,
1991,8,Utah,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,11,,,,,,,,Drinking water,Unknown,
1989,4,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,14,,,6,,,,,Drinking water,Unknown,
1989,6,New York,Water,Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 6,Confirmed; Confirmed,Hospital,7,,,,,,,,Undetermined water,,
1989,7,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,38,,,11,,,,,Drinking water,Unknown,
1989,10,Louisiana,Water,Legionella pneumophila,serogroup 1,Confirmed,Store,33,,,2,,,,,Drinking water,Unknown,
1988,1,Minnesota,Water,Legionella pneumophila; Pseudomonas unknown,,Confirmed; Confirmed,Hotel/motel,28,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1988,4,California,Water,Legionella anisa,,Confirmed,Hotel/motel,34,,,,,,,,Other/Environmental water,,
1988,6,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,3,,,,,,,,Undetermined water,,
1988,6,Wisconsin,Water,Unknown; Unknown; Legionella unknown; Legionella pneumophila,,Suspected; Suspected; Confirmed; Suspected,Hotel/motel,14,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1987,1,Arizona,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 5; serogroup 6; serogroup 10,Confirmed; Confirmed; Confirmed; Confirmed,Hospital,25,,,12,,,,,Drinking water,Unknown,
1987,1,Florida,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,,,1,,,,,Drinking water,Unknown,
1987,5,Washington,Water,Legionella micdadei; Legionella pneumophila; Legionella feeleii,serogroup 3; unknown,Confirmed; Confirmed; Confirmed,Hospital,7,,,5,,,,,Drinking water,Unknown,
1987,7,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Factory/industrial facility,2,,,1,,,,,Other/Environmental water,,
1987,7,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Correctional/detention facility,7,,,,,,,,Other/Environmental water,,
1987,10,Vermont,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,27,,,3,,,,,Undetermined water,,
1986,3,California,Water,Legionella pneumophila; Legionella pneumophila; Legionella pneumophila,serogroup 1; serogroup 4; serogroup 6,Confirmed; Confirmed; Confirmed,Hospital,7,,,5,,,,,Drinking water,Unknown,
1986,5,Maryland,Water,Legionella pneumophila,serogroup 1,Confirmed,Store,27,,,2,,,,,Undetermined water,,
1986,8,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,32,,,2,,,,,Other/Environmental water,,
1985,4,South Dakota,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,26,26,,10,,,,,Drinking water,Unknown,
1985,5,Michigan,Water,Legionella pneumophila,serogroup 1,Confirmed,Other,14,,,3,,,,,Undetermined water,,
1984,1,California,Water,Legionella micdadei; Legionella dumoffii; Legionella pneumophila,unknown,Confirmed; Confirmed; Confirmed,Hospital,14,,,1,,,,,Drinking water,Unknown,
1984,4,Ohio,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,7,,,,,,,,Undetermined water,,
1984,4,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,86,,,,,,,,Other/Environmental water,,
1984,5,Utah,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,4,,,1,,,,,Other/Environmental water,,
1983,6,Rhode Island,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,15,,,10,,,,,Other/Environmental water,,
1982,2,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,11,,,,,,,,Drinking water,Unknown,
1982,5,Michigan,Water,Legionella unknown,,Confirmed,Fee-based facility/membership club,14,,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1982,6,New York,Water,Legionella pneumophila,unknown,Confirmed,Hospital,3,,,,,,,,Drinking water,Unknown,
1982,10,Washington,Water,Legionella pneumophila,serogroup 3,Confirmed,Hospital,15,,,2,,,,,Drinking water,Unknown,
1981,3,Vermont,Water,Legionella unknown,,Confirmed,Unknown,34,,,,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
1981,10,Iowa,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,12,,,1,,,,,Undetermined water,,
1980,3,California,Water,Legionella pneumophila,serogroup 1,Confirmed,Office/indoor workplace,14,4,,,,,,,Other/Environmental water,,
1980,5,Vermont,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,85,,,16,,,,,Other/Environmental water,,
1980,11,Washington,Water,Legionella dumoffii,,Confirmed,Hospital,9,,,4,,,,,Undetermined water,,
1980,12,Connecticut,Water,Legionella pneumophila,unknown,Confirmed,Hospital,36,,,5,,,,,Undetermined water,,
1980,12,California,Water,Legionella dumoffii; Legionella pneumophila,serogroup 1,Confirmed; Confirmed,Hospital,20,,,,,,,,Undetermined water,,
1979,2,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Hospital,27,,,12,,,,,Undetermined water,,
1979,6,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,13,,,4,,,,,Other/Environmental water,,
1979,7,New York,Water,Legionella pneumophila,unknown,Confirmed,Factory/industrial facility,6,,,1,,,,,Other/Environmental water,,
1979,12,Illinois,Water,Legionella pneumophila,serogroup 6,Confirmed,Hospital,3,,,,,,,,Drinking water,Unknown,
1978,7,Georgia,Water,Legionella pneumophila,unknown,Confirmed,Fee-based facility/membership club,8,4,,,,,,,Other/Environmental water,,
1978,8,Texas,Water,Legionella pneumophila,serogroup 1,Confirmed,Hotel/motel,18,,,2,,,,,Other/Environmental water,,
1978,8,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Factory/industrial facility,57,,,3,,,,,Other/Environmental water,,
1978,8,Tennessee,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,39,,,7,,,,,Other/Environmental water,,
1977,5,California,Water,Legionella unknown,,Confirmed,Hospital,49,,,15,,,,,Undetermined water,,
1977,5,Vermont,Water,Legionella unknown,,Confirmed,Community/municipality,69,56,,17,,,,,Undetermined water,,
1977,5,Indiana,Water,Legionella unknown,,Confirmed,Hotel/motel,39,35,,4,,,,,Undetermined water,,
1977,6,Virginia,Water,Legionella micdadei,,Confirmed,Hospital,16,,,2,,,,,Drinking water,Unknown,
1977,7,Ohio,Water,Legionella unknown,,Confirmed,Community/municipality,64,64,,1,,,,,Undetermined water,,
1977,8,Tennessee,Water,Legionella unknown,,Confirmed,Community/municipality,33,,,3,,,,,Undetermined water,,
1976,7,Pennsylvania,Water,Legionella unknown,,Confirmed,Hotel/motel,182,145,,29,,,,,Undetermined water,,
1976,11,Connecticut,Water,Legionella pneumophila,serogroup 1,Confirmed,Community/municipality,28,19,,12,,,,,Other/Environmental water,,
1975,8,Kansas,Water,Legionella unknown,,Confirmed,Hospital,3,,,3,,,,,Undetermined water,,
1974,9,Pennsylvania,Water,Legionella pneumophila,unknown,Confirmed,Hotel/motel,11,,,,,,,,Undetermined water,,
1973,6,Virginia,Water,Legionella pneumophila,unknown,Confirmed,Factory/industrial facility,12,,,,,,,,Other/Environmental water,,
1973,7,Virginia,Water,Legionella pneumophila,unknown,Confirmed,Factory/industrial facility,10,9,,,,,,,Other/Environmental water,,
